Word	SAT	GSL	Og350	Og850	OgInt	OgNSt	Sw35	Sw207	Fry1k	Ox3k
divest	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
divest_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
divestiture	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
divestiture_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
divide	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
divide_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
divide 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
divide _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
divided	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
divided_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
divine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
divine_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
division	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
division_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
division 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
division _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
divisor	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
divisor_N	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
divorce	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
divorce_N	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
divorce 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
divorce _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
divorced 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
divorced _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
divulge	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
divulge_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
do	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
do_V	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
do 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
do _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
docile	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
docile_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
docility	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
docility_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doctor	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
doctor_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doctor_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
doctor 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
doctor _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
doctrinaire	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doctrinaire_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doctrine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doctrine_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
document	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
document_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
document_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
document 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
document _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
does	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
does_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
doesn't	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
doesn't_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
doff	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doff_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dog	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
dog_N	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
dog 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dog _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dogged	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dogged_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doggerel	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doggerel_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dogmatic	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dogmatic_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doldrums	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doldrums_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doleful	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doleful_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doll	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
doll_N	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
dollar	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dollar_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dollar 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dollar _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dollars	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
dollars_N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
dolt	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dolt_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
domestic 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
domestic _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
domesticating	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
domesticating_V	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
domicile	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
domicile_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dominate 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dominate _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
domineer	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
domineer_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dominion	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
dominion_N	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
domocile	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
domocile_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
don	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
don_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
don't	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
don't_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
done	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
done_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
donkey	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
donkey_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doodle	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doodle_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
door	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
door_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
door 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
door _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dormant	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dormant_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dormer	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dormer_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dossier	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dossier_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dot	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dot_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dot 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dot _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dote	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dote_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
double	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
double_A	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
double 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
double _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
double _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
doubt	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
doubt_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
doubt 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
doubt _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
douse	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
douse_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dowdy	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dowdy_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
down	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
down_A	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
down_RP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
down 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
down _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downcast	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
downcast_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
downstairs 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downstairs _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downstairs _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downstairs _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downtown 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downtown _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downward 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downward _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downwards 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
downwards _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dozen	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dozen_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dozen 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dozen _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drab_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
draconian	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
draconian_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
draft 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
draft _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drag	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drag_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drag 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drag _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
drain_N	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
drama 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drama _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dramatic 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dramatic _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dramatically 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dramatically _A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
draw	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
draw_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
draw 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
draw _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drawer	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
drawer_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
drawer 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drawer _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drawing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
drawing_N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
drawing 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drawing _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dreadful	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
dreadful_J	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
dream	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
dream_N	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
dream 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dream _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dregs	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dregs_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dress	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
dress_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
dress 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dress _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dressed 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dressed _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drift	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
drift_N	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
drink	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
drink_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
drink_V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
drink 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drink _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drive	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
drive_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
drive 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drive _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drivel	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drivel_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
driver 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
driver _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
driving	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
driving_V	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
driving 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
driving _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
droll	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
droll_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drone_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drop	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
drop_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
drop 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drop _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dross	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dross_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drown	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drown_V	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drudgery	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drudgery_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drug 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drug _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drugstore 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drugstore _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drum	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drum_V	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drum 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drum _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drunk 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
drunk _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dry	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
dry_J	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
dry 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dry _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dubious	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dubious_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duck	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duck_N	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duct	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
duct_N	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ductile	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ductile_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
due	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
due_A	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
due 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
due _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dulcet	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dulcet_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dull	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
dull_J	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
dull 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dull _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dumbfound	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dumbfound_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dump 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dump _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dupe	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dupe_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dupe_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duplicity	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duplicity_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duration	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duration_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duress	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duress_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
during	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
during_IN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
during 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
during _IN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dust	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
dust_N	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
dust 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dust _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dutiful	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dutiful_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duty	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
duty_N	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
duty 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
duty _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dvd 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dvd _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dwarf	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dwarf_N	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dwindle	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dwindle_V	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dying 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dying _V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
dynamic	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dynamic_J	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dynamite	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
dynamite_N	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
e-mail 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
e-mail _J	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
e-mail _N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
e.g. 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
e.g. _FW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
each	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
each_DT	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
each 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
each _DT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
eager	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eager_J	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
